QUANTIDADE,IDX_PRODUTO,SEMANA
-0.15,         801,2013-03-04
-0.15,         815,2013-03-04
-0.15,         819,2013-03-04
-0.15,         844,2013-03-04
-2.0,        1779,2013-03-04
-0.15,        3252,2013-03-04
-0.13,        4640,2013-03-04
-0.15,        4912,2013-03-04
-0.15,        5888,2013-03-04
-0.15,        5896,2013-03-04
-0.3,       10233,2013-03-04
-2.0,       10234,2013-03-04
-10.0,       12037,2013-03-04
-0.15,       12183,2013-03-04
1.0,       12340,2013-03-04
-2.0,       12346,2013-03-04
1.0,       10275,2013-08-12
-0.2,        1270,2013-08-19
1.0,        1684,2013-08-19
-2.62,        2663,2013-08-19
-1.0,        2774,2013-08-19
-2.58,        3031,2013-08-19
0.8,        3324,2013-08-19
1.3,        3325,2013-08-19
2.58,        4366,2013-08-19
-2.58,        4640,2013-08-19
2.58,        4912,2013-08-19
-0.8,        4990,2013-08-19
2.62,        5021,2013-08-19
-1.3,       10282,2013-08-19
16.0,       10396,2013-08-19
-16.0,       10429,2013-08-19
10.0,       11403,2013-08-19
-10.0,       11406,2013-08-19
-16.0,       12355,2013-08-19
1.0,       12563,2013-08-19
5.0,       11403,2013-08-26
-5.0,       11411,2013-08-26
0.3,        1684,2013-09-02
-0.3,        1688,2013-09-02
0.6,        1709,2013-09-02
-0.6,        1717,2013-09-02
-0.6,        1770,2013-09-02
2.0,        4949,2013-09-02
-15.0,        5198,2013-09-02
0.6,        6096,2013-09-02
-12.0,       10405,2013-09-02
8.0,       11956,2013-09-02
1.0,       12340,2013-09-02
1.26,         793,2013-09-09
1.39,         819,2013-09-09
85.0,        1643,2013-09-09
150.0,        1667,2013-09-09
1.5,        1679,2013-09-09
1.26,        1903,2013-09-09
-1.26,        1937,2013-09-09
-0.5,        2063,2013-09-09
1.26,        2980,2013-09-09
1.26,        3174,2013-09-09
1.26,        3277,2013-09-09
1.39,        3278,2013-09-09
0.9,        3325,2013-09-09
-0.5,        4333,2013-09-09
-1.4,        4573,2013-09-09
1.4,        4990,2013-09-09
-1.39,        5021,2013-09-09
-1.26,        5021,2013-09-09
-90.0,        5203,2013-09-09
-45.0,        5206,2013-09-09
-0.9,        5889,2013-09-09
1.26,        6100,2013-09-09
-45.0,       10210,2013-09-09
65.0,       10268,2013-09-09
-1.0,       10322,2013-09-09
2.0,       10323,2013-09-09
1.26,       10345,2013-09-09
8.0,       10396,2013-09-09
-5.0,       10420,2013-09-09
-1.0,       12122,2013-09-09
1.0,       12147,2013-09-09
-1.26,       12154,2013-09-09
-1.39,       12233,2013-09-09
-1.26,       12233,2013-09-09
-0.5,       12246,2013-09-09
60.0,       12306,2013-09-09
1.0,       12337,2013-09-09
-1.26,       12347,2013-09-09
-1.26,       12349,2013-09-09
-8.0,       12355,2013-09-09
9.0,       12355,2013-09-09
-10.0,       12394,2013-09-09
-1.26,       12421,2013-09-09
0.02,         855,2013-09-16
2.0,        1365,2013-09-16
1.0,        1431,2013-09-16
0.05,        1679,2013-09-16
-0.3,        1688,2013-09-16
0.5,        1694,2013-09-16
-0.3,        1695,2013-09-16
0.5,        1698,2013-09-16
-0.1,        1708,2013-09-16
0.5,        1710,2013-09-16
-0.4,        1720,2013-09-16
1.0,        1883,2013-09-16
3.0,        1996,2013-09-16
-0.4,        2063,2013-09-16
0.02,        2980,2013-09-16
0.04,        2981,2013-09-16
0.05,        3135,2013-09-16
1.0,        3593,2013-09-16
0.04,        5029,2013-09-16
0.05,        5883,2013-09-16
3.0,        9547,2013-09-16
0.02,       10275,2013-09-16
-3.0,       10490,2013-09-16
1.0,       10524,2013-09-16
-5.0,       10534,2013-09-16
2.0,       10660,2013-09-16
1.0,       11336,2013-09-16
2.0,       11360,2013-09-16
0.02,       11383,2013-09-16
2.0,       11956,2013-09-16
2.0,       11967,2013-09-16
1.0,       12038,2013-09-16
1.0,       12124,2013-09-16
0.02,       12183,2013-09-16
0.05,       12245,2013-09-16
0.02,       12349,2013-09-16
0.05,       12352,2013-09-16
4.0,       12355,2013-09-16
1.0,       12387,2013-09-16
1.0,       12394,2013-09-16
0.04,       12643,2013-09-16
5.0,         749,2013-09-23
-0.055,         791,2013-09-23
-0.04,         791,2013-09-23
-0.12,         791,2013-09-23
-2.1,         822,2013-09-23
-0.75,         828,2013-09-23
-2.0,         828,2013-09-23
-0.5,         828,2013-09-23
-0.4,         828,2013-09-23
-0.75,         831,2013-09-23
0.02,         831,2013-09-23
0.03,         831,2013-09-23
0.18,         831,2013-09-23
-0.75,         844,2013-09-23
-2.0,         873,2013-09-23
-9.0,        1365,2013-09-23
20.0,        1365,2013-09-23
-2.0,        1431,2013-09-23
-4.0,        1431,2013-09-23
-4.0,        1431,2013-09-23
-4.0,        1431,2013-09-23
-30.0,        1449,2013-09-23
-40.0,        1536,2013-09-23
-10.0,        1536,2013-09-23
-2.1,        1694,2013-09-23
2.1,        1694,2013-09-23
-2.1,        1721,2013-09-23
2.1,        1721,2013-09-23
-0.42,        1747,2013-09-23
-0.13,        1747,2013-09-23
-0.13,        1747,2013-09-23
-0.06,        1751,2013-09-23
-0.21,        1751,2013-09-23
-0.9,        1751,2013-09-23
-13.0,        1833,2013-09-23
-3.0,        1833,2013-09-23
-4.0,        1883,2013-09-23
-4.0,        1883,2013-09-23
-2.0,        1883,2013-09-23
-4.0,        1883,2013-09-23
-0.42,        1937,2013-09-23
-0.23,        1937,2013-09-23
-0.13,        1937,2013-09-23
-1.0,        2012,2013-09-23
1.0,        2012,2013-09-23
-1.0,        2537,2013-09-23
2.1,        2596,2013-09-23
-0.75,        2663,2013-09-23
0.52,        3034,2013-09-23
1.4,        3034,2013-09-23
0.37,        3034,2013-09-23
-0.25,        3324,2013-09-23
-0.05,        3324,2013-09-23
-0.25,        3325,2013-09-23
-0.05,        3325,2013-09-23
-30.0,        3375,2013-09-23
1.5,        3501,2013-09-23
-3.0,        3506,2013-09-23
-3.0,        3506,2013-09-23
-1.5,        3581,2013-09-23
-2.0,        3593,2013-09-23
-3.0,        3593,2013-09-23
-3.0,        3593,2013-09-23
-3.0,        3593,2013-09-23
-0.75,        3895,2013-09-23
-150.0,        3954,2013-09-23
-1.0,        4210,2013-09-23
0.75,        4323,2013-09-23
0.18,        4366,2013-09-23
-0.75,        4366,2013-09-23
0.03,        4366,2013-09-23
0.13,        4366,2013-09-23
-0.5,        4368,2013-09-23
-0.75,        4640,2013-09-23
2.34,        4640,2013-09-23
0.02,        4640,2013-09-23
0.02,        4640,2013-09-23
0.18,        4640,2013-09-23
0.5,        4912,2013-09-23
1.5,        4912,2013-09-23
-0.5,        4949,2013-09-23
-1.0,        4990,2013-09-23
-0.26,        4990,2013-09-23
-0.26,        4990,2013-09-23
1.0,        5029,2013-09-23
-0.75,        5029,2013-09-23
0.24,        5029,2013-09-23
0.24,        5029,2013-09-23
-25.0,        5198,2013-09-23
-40.0,        5205,2013-09-23
-10.0,        5205,2013-09-23
-1.0,        5432,2013-09-23
-4.0,        5432,2013-09-23
-10.0,        5861,2013-09-23
-40.0,        5861,2013-09-23
-0.75,        5889,2013-09-23
-30.0,        5968,2013-09-23
-20.0,        9547,2013-09-23
-0.75,       10275,2013-09-23
-0.05,       10342,2013-09-23
-0.12,       10342,2013-09-23
-0.04,       10342,2013-09-23
-10.0,       10405,2013-09-23
-3.0,       10405,2013-09-23
-1.0,       10429,2013-09-23
-6.0,       10429,2013-09-23
-5.0,       10429,2013-09-23
1.0,       10429,2013-09-23
-5.0,       10444,2013-09-23
-1.0,       10511,2013-09-23
-14.0,       10524,2013-09-23
8.0,       10524,2013-09-23
3.0,       10524,2013-09-23
-12.0,       10524,2013-09-23
2.0,       10524,2013-09-23
-2.0,       10541,2013-09-23
-3.0,       10552,2013-09-23
-4.0,       10569,2013-09-23
-50.0,       10660,2013-09-23
-4.0,       10663,2013-09-23
-1.0,       10663,2013-09-23
-1.0,       10719,2013-09-23
-1.0,       10721,2013-09-23
2.0,       10722,2013-09-23
1.0,       10724,2013-09-23
3.0,       10724,2013-09-23
1.0,       10724,2013-09-23
1.0,       10724,2013-09-23
1.0,       10756,2013-09-23
1.0,       10756,2013-09-23
1.0,       10756,2013-09-23
-3.0,       11313,2013-09-23
-2.0,       11336,2013-09-23
-2.0,       11336,2013-09-23
-1.0,       11336,2013-09-23
-2.0,       11336,2013-09-23
-2.0,       11411,2013-09-23
-2.0,       11411,2013-09-23
-2.0,       11411,2013-09-23
-2.0,       11411,2013-09-23
-1.0,       11411,2013-09-23
1.0,       11521,2013-09-23
-1.0,       11894,2013-09-23
-4.0,       11937,2013-09-23
-4.0,       11966,2013-09-23
-1.0,       11966,2013-09-23
-8.0,       11967,2013-09-23
-2.0,       11967,2013-09-23
-4.0,       11977,2013-09-23
-4.0,       11977,2013-09-23
8.0,       12014,2013-09-23
-4.0,       12122,2013-09-23
-0.13,       12183,2013-09-23
-0.03,       12183,2013-09-23
-0.6,       12183,2013-09-23
-0.75,       12183,2013-09-23
-9.0,       12218,2013-09-23
-0.42,       12233,2013-09-23
-0.22,       12233,2013-09-23
-2.34,       12233,2013-09-23
-0.13,       12233,2013-09-23
30.0,       12306,2013-09-23
-1.0,       12307,2013-09-23
-7.0,       12308,2013-09-23
-16.0,       12308,2013-09-23
-0.5,       12313,2013-09-23
20.0,       12331,2013-09-23
1.0,       12337,2013-09-23
1.0,       12340,2013-09-23
-20.0,       12346,2013-09-23
-4.0,       12355,2013-09-23
-12.0,       12355,2013-09-23
-7.0,       12365,2013-09-23
-3.0,       12367,2013-09-23
-0.5,       12378,2013-09-23
-0.5,       12380,2013-09-23
0.5,       12380,2013-09-23
-13.0,       12394,2013-09-23
2.0,       12394,2013-09-23
9.0,       12394,2013-09-23
2.0,       12394,2013-09-23
-13.0,       12394,2013-09-23
-0.3,       12404,2013-09-23
-0.75,       12432,2013-09-23
0.24,       12560,2013-09-23
1.0,       12560,2013-09-23
0.24,       12560,2013-09-23
1.18,       12575,2013-09-23
0.27,       12575,2013-09-23
0.28,       12575,2013-09-23
-0.5,       12585,2013-09-23
-0.5,       12585,2013-09-23
-0.15,       12627,2013-09-23
-0.12,       12627,2013-09-23
-0.055,       12627,2013-09-23
4.87,         791,2013-09-30
-0.75,         791,2013-09-30
0.75,         791,2013-09-30
-0.75,         802,2013-09-30
0.75,         802,2013-09-30
-0.75,         808,2013-09-30
0.75,         808,2013-09-30
-0.75,         815,2013-09-30
0.75,         815,2013-09-30
3.0,         815,2013-09-30
-0.7,         837,2013-09-30
0.7,         840,2013-09-30
-2.0,         873,2013-09-30
1.3,        1270,2013-09-30
-9.0,        1365,2013-09-30
-2.0,        1431,2013-09-30
-20.0,        1449,2013-09-30
-0.6,        1680,2013-09-30
-3.6,        1683,2013-09-30
-0.5,        1684,2013-09-30
0.5,        1684,2013-09-30
-3.6,        1686,2013-09-30
3.6,        1687,2013-09-30
-0.5,        1698,2013-09-30
0.5,        1698,2013-09-30
-3.0,        1751,2013-09-30
100.0,        1779,2013-09-30
0.5,        1850,2013-09-30
-2.0,        1883,2013-09-30
3.6,        2063,2013-09-30
0.6,        2586,2013-09-30
-0.5,        2664,2013-09-30
0.5,        2664,2013-09-30
-100.0,        2880,2013-09-30
-0.75,        3028,2013-09-30
0.75,        3028,2013-09-30
-0.5,        3136,2013-09-30
0.5,        3136,2013-09-30
-3.6,        3145,2013-09-30
5.0,        3325,2013-09-30
-20.0,        3375,2013-09-30
-2.0,        3593,2013-09-30
-0.75,        4323,2013-09-30
0.75,        4323,2013-09-30
-5.0,        4368,2013-09-30
4.85,        4912,2013-09-30
-0.75,        4946,2013-09-30
0.75,        4946,2013-09-30
-3.0,        4949,2013-09-30
-20.0,        5968,2013-09-30
70.0,       10247,2013-09-30
-50.0,       10317,2013-09-30
1.0,       10322,2013-09-30
-4.85,       10343,2013-09-30
42.0,       10396,2013-09-30
40.0,       10404,2013-09-30
-12.0,       10405,2013-09-30
55.0,       10433,2013-09-30
-84.0,       10443,2013-09-30
-3.0,       10443,2013-09-30
3.0,       10443,2013-09-30
84.0,       10452,2013-09-30
20.0,       10464,2013-09-30
-20.0,       10469,2013-09-30
-1.0,       10498,2013-09-30
2.0,       10544,2013-09-30
-3.0,       10569,2013-09-30
4.0,       10569,2013-09-30
3.0,       10569,2013-09-30
-5.0,       10663,2013-09-30
1.0,       10739,2013-09-30
-5.0,       11313,2013-09-30
-2.0,       11336,2013-09-30
-1.0,       11411,2013-09-30
-0.75,       11662,2013-09-30
0.75,       11662,2013-09-30
2.0,       11956,2013-09-30
3.0,       11956,2013-09-30
-5.0,       11966,2013-09-30
-10.0,       11967,2013-09-30
-55.0,       11973,2013-09-30
-100.0,       12037,2013-09-30
3.6,       12059,2013-09-30
-5.0,       12122,2013-09-30
0.7,       12258,2013-09-30
1.0,       12337,2013-09-30
1.0,       12337,2013-09-30
-0.75,       12349,2013-09-30
0.75,       12349,2013-09-30
-34.0,       12355,2013-09-30
1.0,       12401,2013-09-30
-0.75,       12420,2013-09-30
0.75,       12420,2013-09-30
-4.87,       12421,2013-09-30
1.2,       12565,2013-09-30
-5.0,         841,2013-10-07
-1.0,         873,2013-10-07
5.0,        3028,2013-10-07
-2.0,       10405,2013-10-07
-1.0,       10498,2013-10-07
14.0,       11313,2013-10-07
6.0,       11403,2013-10-07
-6.0,       11411,2013-10-07
1.0,       12097,2013-10-07
1.0,       12387,2013-10-07
1.0,         791,2013-10-14
-72.0,         807,2013-10-14
-7.2,         807,2013-10-14
80.0,         807,2013-10-14
-1.0,         834,2013-10-14
14.0,        1365,2013-10-14
-0.2,        1718,2013-10-14
-0.2,        1720,2013-10-14
1.0,        2026,2013-10-14
-0.2,        4193,2013-10-14
0.6,        6095,2013-10-14
0.6,        6096,2013-10-14
-6.0,       10420,2013-10-14
5.0,       10501,2013-10-14
4.0,       10548,2013-10-14
-4.0,       10552,2013-10-14
5.0,       10719,2013-10-14
5.0,       11313,2013-10-14
-0.6,       12199,2013-10-14
-0.6,       12200,2013-10-14
-0.2,       12250,2013-10-14
1.0,       12271,2013-10-14
-1.0,       12565,2013-10-14
-50.0,          87,2013-10-21
1.0,         273,2013-10-21
-50.0,         332,2013-10-21
-1.5,         799,2013-10-21
-1.5,         801,2013-10-21
0.5,         802,2013-10-21
9.9,         808,2013-10-21
-4.15,         828,2013-10-21
-9.9,         828,2013-10-21
-2.5,         834,2013-10-21
-1.5,         844,2013-10-21
-2.5,         860,2013-10-21
1.5,        1256,2013-10-21
11.0,        1365,2013-10-21
13.0,        1382,2013-10-21
45.0,        1449,2013-10-21
-50.0,        1628,2013-10-21
-50.0,        1643,2013-10-21
-100.0,        1667,2013-10-21
3.0,        1679,2013-10-21
-1.0,        1681,2013-10-21
3.0,        1683,2013-10-21
3.0,        1695,2013-10-21
-1.0,        1711,2013-10-21
2.0,        1722,2013-10-21
-1.5,        1747,2013-10-21
2.5,        1756,2013-10-21
-1.0,        2063,2013-10-21
-9.9,        2157,2013-10-21
2.0,        2337,2013-10-21
-1.0,        2586,2013-10-21
-0.5,        3031,2013-10-21
-0.5,        3034,2013-10-21
45.0,        3375,2013-10-21
-3.0,        3961,2013-10-21
4.15,        3989,2013-10-21
1.0,        4193,2013-10-21
-2.0,        4333,2013-10-21
-1.5,        4366,2013-10-21
-1.5,        4640,2013-10-21
4.0,        5432,2013-10-21
8.0,        5432,2013-10-21
-1.5,        5888,2013-10-21
2.0,        6000,2013-10-21
-1.0,       10198,2013-10-21
9.9,       10198,2013-10-21
4.15,       10198,2013-10-21
-50.0,       10268,2013-10-21
2.0,       10393,2013-10-21
12.0,       10393,2013-10-21
-16.0,       10405,2013-10-21
-5.0,       10420,2013-10-21
2.0,       10420,2013-10-21
35.0,       10432,2013-10-21
-5.0,       10443,2013-10-21
20.0,       10453,2013-10-21
13.0,       10465,2013-10-21
-13.0,       10469,2013-10-21
2.0,       10481,2013-10-21
1.0,       10497,2013-10-21
-3.0,       10519,2013-10-21
-2.0,       10519,2013-10-21
-1.0,       10533,2013-10-21
-2.0,       10541,2013-10-21
2.0,       10544,2013-10-21
35.0,       10552,2013-10-21
-2.0,       10569,2013-10-21
-8.0,       10569,2013-10-21
-5.0,       10663,2013-10-21
1.0,       10721,2013-10-21
-40.0,       11317,2013-10-21
3.0,       11403,2013-10-21
1.0,       11411,2013-10-21
-3.0,       11411,2013-10-21
-13.0,       11411,2013-10-21
1.0,       11768,2013-10-21
-3.0,       11862,2013-10-21
-3.0,       11864,2013-10-21
-3.0,       11890,2013-10-21
-2.0,       11956,2013-10-21
2.0,       11956,2013-10-21
-5.0,       11966,2013-10-21
-2.0,       11971,2013-10-21
-36.0,       11973,2013-10-21
1.0,       12009,2013-10-21
25.0,       12013,2013-10-21
2.0,       12102,2013-10-21
-2.0,       12103,2013-10-21
3.0,       12111,2013-10-21
-3.0,       12112,2013-10-21
3.0,       12115,2013-10-21
-5.0,       12122,2013-10-21
28.0,       12122,2013-10-21
-28.0,       12124,2013-10-21
1.0,       12133,2013-10-21
-1.0,       12135,2013-10-21
1.0,       12147,2013-10-21
-1.0,       12148,2013-10-21
1.0,       12157,2013-10-21
-1.0,       12171,2013-10-21
4.0,       12218,2013-10-21
-1.0,       12246,2013-10-21
2.0,       12271,2013-10-21
-50.0,       12306,2013-10-21
-0.5,       12332,2013-10-21
1.0,       12337,2013-10-21
-4.15,       12345,2013-10-21
-0.7,         834,2013-10-28
0.57,        1850,2013-10-28
0.7,        3987,2013-10-28
-2.3,        4949,2013-10-28
0.58,        5888,2013-10-28
0.5,       10198,2013-10-28
0.57,       10342,2013-10-28
-15.0,       10405,2013-10-28
1.0,       10420,2013-10-28
1.0,       10499,2013-10-28
1.0,       10501,2013-10-28
1.0,       10719,2013-10-28
1.0,       10721,2013-10-28
1.0,       11894,2013-10-28
15.0,       12014,2013-10-28
1.0,       12337,2013-10-28
0.58,       12627,2013-10-28
-4.25,         831,2013-11-04
0.13,         831,2013-11-04
2.0,        1382,2013-11-04
-0.25,        1720,2013-11-04
-0.35,        1986,2013-11-04
0.13,        1986,2013-11-04
-0.25,        2063,2013-11-04
0.13,        4364,2013-11-04
-3.0,        5888,2013-11-04
0.14,        5888,2013-11-04
0.37,        6096,2013-11-04
-0.25,        6425,2013-11-04
4.25,        7953,2013-11-04
-0.22,        8349,2013-11-04
-4.25,       10199,2013-11-04
0.13,       10346,2013-11-04
4.25,       10346,2013-11-04
-4.0,       10408,2013-11-04
4.0,       10420,2013-11-04
70.0,       10660,2013-11-04
-0.22,       11383,2013-11-04
1.0,       11403,2013-11-04
-1.0,       11411,2013-11-04
-2.0,       11411,2013-11-04
-0.22,       12183,2013-11-04
0.35,       12183,2013-11-04
0.38,       12249,2013-11-04
1.0,       12387,2013-11-04
3.0,       12712,2013-11-04
1.0,         326,2013-11-11
1.0,         349,2013-11-11
2.91,         808,2013-11-11
-2.31,         819,2013-11-11
3.51,         844,2013-11-11
-2.91,         862,2013-11-11
1.87,        1686,2013-11-11
1.87,        1688,2013-11-11
-1.91,        1694,2013-11-11
1.2,        1710,2013-11-11
1.87,        1717,2013-11-11
-1.87,        1718,2013-11-11
-4.5,        2177,2013-11-11
0.2,        2911,2013-11-11
0.2,        2913,2013-11-11
-1.87,        3325,2013-11-11
2.31,        3989,2013-11-11
1.87,        5029,2013-11-11
1.87,        6095,2013-11-11
-1.87,        6425,2013-11-11
4.5,        7953,2013-11-11
-2.91,       10199,2013-11-11
2.91,       10275,2013-11-11
6.0,       10391,2013-11-11
-30.0,       10429,2013-11-11
34.0,       10432,2013-11-11
-34.0,       10439,2013-11-11
-25.0,       10443,2013-11-11
9.0,       10465,2013-11-11
-75.0,       10524,2013-11-11
2.0,       10925,2013-11-11
10.0,       11403,2013-11-11
-10.0,       11406,2013-11-11
-9.0,       11971,2013-11-11
1.0,       12337,2013-11-11
16.0,       12355,2013-11-11
-38.0,       12355,2013-11-11
-3.51,       12421,2013-11-11
-0.97,       12566,2013-11-11
25.0,       12581,2013-11-11
-4.5,       12643,2013-11-11
4.5,       12712,2013-11-11
0.5,         273,2013-11-18
-3.0,         349,2013-11-18
-2.0,         749,2013-11-18
-0.28,         791,2013-11-18
-0.6,         791,2013-11-18
-0.6,         801,2013-11-18
-0.28,         818,2013-11-18
-0.28,         819,2013-11-18
-0.28,         831,2013-11-18
-0.68,         840,2013-11-18
-0.6,         862,2013-11-18
-1.0,         873,2013-11-18
0.15,        1226,2013-11-18
0.35,        1226,2013-11-18
228.0,        1365,2013-11-18
-3.0,        1365,2013-11-18
-5.0,        1365,2013-11-18
-4.0,        1365,2013-11-18
-2.0,        1431,2013-11-18
-3.0,        1431,2013-11-18
-1.0,        1431,2013-11-18
-0.16,        1679,2013-11-18
-0.2,        1694,2013-11-18
-0.5,        1711,2013-11-18
-0.16,        1716,2013-11-18
-0.5,        1720,2013-11-18
-0.16,        1770,2013-11-18
-1.0,        1883,2013-11-18
-2.0,        1883,2013-11-18
-3.0,        1883,2013-11-18
-0.6,        1937,2013-11-18
-0.26,        1937,2013-11-18
-0.16,        2063,2013-11-18
-0.38,        2163,2013-11-18
-0.37,        2177,2013-11-18
-0.1,        2177,2013-11-18
-1.0,        2537,2013-11-18
0.5,        2911,2013-11-18
-0.6,        3034,2013-11-18
-10.0,        3075,2013-11-18
-3.0,        3593,2013-11-18
-1.0,        3593,2013-11-18
-2.0,        3593,2013-11-18
-0.6,        4366,2013-11-18
-0.28,        4640,2013-11-18
-0.75,        4640,2013-11-18
-0.28,        4912,2013-11-18
-0.3,        5324,2013-11-18
-2.0,        5432,2013-11-18
-0.6,        5888,2013-11-18
-0.1,        5889,2013-11-18
-0.28,        5917,2013-11-18
-0.16,        6425,2013-11-18
-3.0,        6438,2013-11-18
-25.0,        9547,2013-11-18
-10.0,        9547,2013-11-18
-0.28,       10342,2013-11-18
-2.0,       10393,2013-11-18
-3.0,       10405,2013-11-18
-5.0,       10405,2013-11-18
-2.0,       10409,2013-11-18
3.0,       10409,2013-11-18
3.0,       10420,2013-11-18
-2.0,       10420,2013-11-18
-4.0,       10429,2013-11-18
-2.0,       10439,2013-11-18
3.0,       10443,2013-11-18
-1.0,       10456,2013-11-18
-2.0,       10519,2013-11-18
-2.0,       10519,2013-11-18
-2.0,       10524,2013-11-18
-2.0,       10524,2013-11-18
4.0,       10533,2013-11-18
1.0,       10544,2013-11-18
2.0,       10544,2013-11-18
-2.0,       10548,2013-11-18
-2.0,       10565,2013-11-18
3.0,       10569,2013-11-18
-4.0,       10569,2013-11-18
-3.0,       10569,2013-11-18
-1.0,       10663,2013-11-18
-1.0,       10663,2013-11-18
-22.0,       11310,2013-11-18
-2.0,       11313,2013-11-18
-2.0,       11313,2013-11-18
-2.0,       11313,2013-11-18
-300.0,       11313,2013-11-18
-2.0,       11336,2013-11-18
-1.0,       11336,2013-11-18
-1.0,       11336,2013-11-18
-0.68,       11383,2013-11-18
-1.0,       11411,2013-11-18
-1.0,       11894,2013-11-18
-1.0,       11966,2013-11-18
-1.0,       11966,2013-11-18
-2.0,       11966,2013-11-18
-5.0,       11967,2013-11-18
-2.0,       11967,2013-11-18
-2.0,       11967,2013-11-18
-2.0,       11971,2013-11-18
-2.0,       11971,2013-11-18
-2.0,       11977,2013-11-18
-7.0,       12014,2013-11-18
-3.0,       12038,2013-11-18
-1.0,       12109,2013-11-18
1.0,       12124,2013-11-18
-1.0,       12124,2013-11-18
-3.0,       12124,2013-11-18
-0.15,       12152,2013-11-18
-0.3,       12183,2013-11-18
-5.0,       12218,2013-11-18
-0.6,       12233,2013-11-18
-0.5,       12246,2013-11-18
-0.5,       12249,2013-11-18
-0.68,       12258,2013-11-18
-25.0,       12306,2013-11-18
1.0,       12337,2013-11-18
1.0,       12340,2013-11-18
-25.0,       12346,2013-11-18
-0.6,       12349,2013-11-18
-2.0,       12355,2013-11-18
-6.0,       12355,2013-11-18
0.3,       12565,2013-11-18
-0.15,       12575,2013-11-18
-0.68,       12627,2013-11-18
-3.0,         349,2013-11-25
0.1,         791,2013-11-25
0.15,         801,2013-11-25
0.09,         801,2013-11-25
0.2,         802,2013-11-25
-0.24,         806,2013-11-25
0.09,         808,2013-11-25
1.7,         808,2013-11-25
0.1,         826,2013-11-25
-0.15,         844,2013-11-25
0.1,         844,2013-11-25
0.1,         862,2013-11-25
1.0,         873,2013-11-25
1.0,         873,2013-11-25
1.0,        1365,2013-11-25
2.0,        1365,2013-11-25
-8.0,        1365,2013-11-25
2.0,        1365,2013-11-25
1.0,        1382,2013-11-25
-2.0,        1431,2013-11-25
1.0,        1431,2013-11-25
1.0,        1431,2013-11-25
1.0,        1431,2013-11-25
5.0,        1532,2013-11-25
114.0,        1536,2013-11-25
5.0,        1643,2013-11-25
0.05,        1687,2013-11-25
-0.72,        1688,2013-11-25
-1.9,        1688,2013-11-25
1.9,        1694,2013-11-25
-1.9,        1705,2013-11-25
-0.72,        1707,2013-11-25
0.3,        1709,2013-11-25
0.05,        1711,2013-11-25
-0.72,        1717,2013-11-25
-0.72,        1720,2013-11-25
5.0,        1744,2013-11-25
0.09,        1747,2013-11-25
0.1,        1747,2013-11-25
0.2,        1750,2013-11-25
0.3,        1867,2013-11-25
-2.0,        1883,2013-11-25
1.0,        1883,2013-11-25
1.0,        1883,2013-11-25
1.0,        1883,2013-11-25
0.1,        1937,2013-11-25
-3.0,        1937,2013-11-25
0.09,        1937,2013-11-25
1.0,        1956,2013-11-25
0.1,        1986,2013-11-25
5.0,        1988,2013-11-25
8.0,        1996,2013-11-25
-0.72,        2063,2013-11-25
0.1,        2156,2013-11-25
10.0,        2173,2013-11-25
1.85,        2337,2013-11-25
5.0,        2529,2013-11-25
1.0,        2537,2013-11-25
-0.24,        2592,2013-11-25
8.0,        2915,2013-11-25
0.1,        2981,2013-11-25
0.09,        3031,2013-11-25
1.7,        3034,2013-11-25
-0.72,        3136,2013-11-25
0.05,        3136,2013-11-25
-1.85,        3145,2013-11-25
0.1,        3325,2013-11-25
2.0,        3506,2013-11-25
1.0,        3593,2013-11-25
1.0,        3593,2013-11-25
1.0,        3593,2013-11-25
-2.0,        3593,2013-11-25
0.1,        3989,2013-11-25
-3.0,        3989,2013-11-25
0.09,        4323,2013-11-25
0.1,        4368,2013-11-25
0.09,        4640,2013-11-25
0.2,        4640,2013-11-25
-0.9,        4949,2013-11-25
0.3,        4949,2013-11-25
0.1,        5021,2013-11-25
-1.7,        5021,2013-11-25
0.1,        5021,2013-11-25
5.0,        5198,2013-11-25
4.0,        5432,2013-11-25
1.9,        5469,2013-11-25
1.0,        5804,2013-11-25
0.3,        5862,2013-11-25
1.7,        5888,2013-11-25
3.0,        5888,2013-11-25
0.09,        5888,2013-11-25
0.1,        5889,2013-11-25
0.1,        5896,2013-11-25
0.15,        5896,2013-11-25
1.0,        6011,2013-11-25
-0.72,        6425,2013-11-25
0.05,        6425,2013-11-25
-3.0,        6438,2013-11-25
-0.33,        7465,2013-11-25
5.0,        9547,2013-11-25
4.0,       10189,2013-11-25
0.09,       10198,2013-11-25
0.1,       10198,2013-11-25
-1.7,       10230,2013-11-25
-30.0,       10247,2013-11-25
0.1,       10250,2013-11-25
-1.85,       10275,2013-11-25
10.0,       10305,2013-11-25
5.0,       10317,2013-11-25
0.1,       10346,2013-11-25
-5.0,       10405,2013-11-25
2.0,       10405,2013-11-25
-1.0,       10409,2013-11-25
2.0,       10420,2013-11-25
3.0,       10420,2013-11-25
7.0,       10420,2013-11-25
-9.0,       10420,2013-11-25
1.0,       10420,2013-11-25
1.0,       10429,2013-11-25
28.0,       10433,2013-11-25
1.0,       10439,2013-11-25
-28.0,       10439,2013-11-25
1.0,       10443,2013-11-25
-50.0,       10443,2013-11-25
1.0,       10443,2013-11-25
50.0,       10452,2013-11-25
1.0,       10456,2013-11-25
10.0,       10464,2013-11-25
