QUANTIDADE,IDX_PRODUTO,SEMANA
1.0,       11977,2017-05-01
6.0,       12013,2017-05-01
2.0,       12013,2017-05-01
6.0,       12075,2017-05-01
1.0,       12124,2017-05-01
-1.0,       12125,2017-05-01
1.0,       12125,2017-05-01
-1.0,       12127,2017-05-01
1.0,       12135,2017-05-01
0.5,       12152,2017-05-01
1.0,       12171,2017-05-01
0.04,       12183,2017-05-01
1.0,       12218,2017-05-01
-1.0,       12246,2017-05-01
0.05,       12246,2017-05-01
0.2,       12246,2017-05-01
0.07,       12247,2017-05-01
0.5,       12247,2017-05-01
0.2,       12249,2017-05-01
1.0,       12249,2017-05-01
4.0,       12306,2017-05-01
5.0,       12306,2017-05-01
16.0,       12306,2017-05-01
5.0,       12331,2017-05-01
1.0,       12340,2017-05-01
1.0,       12340,2017-05-01
1.0,       12340,2017-05-01
1.0,       12340,2017-05-01
1.0,       12340,2017-05-01
-1.0,       12340,2017-05-01
1.0,       12340,2017-05-01
1.0,       12340,2017-05-01
1.0,       12355,2017-05-01
2.0,       12355,2017-05-01
1.0,       12355,2017-05-01
5.0,       12363,2017-05-01
1.0,       12387,2017-05-01
1.0,       12387,2017-05-01
1.0,       12387,2017-05-01
1.0,       12387,2017-05-01
20.0,       12559,2017-05-01
-15.0,       12559,2017-05-01
0.2,       12562,2017-05-01
-1.0,       12573,2017-05-01
0.07,       12712,2017-05-01
1.0,       12785,2017-05-01
-1.0,       12900,2017-05-01
-40.0,       13124,2017-05-01
9.0,       13309,2017-05-01
0.1,       13342,2017-05-01
5.0,       13495,2017-05-01
20.0,       13564,2017-05-01
0.1,       13785,2017-05-01
-24.0,       13851,2017-05-01
5.0,       13851,2017-05-01
1.0,       13887,2017-05-01
1.0,       13887,2017-05-01
-0.2,       13937,2017-05-01
0.06,       13937,2017-05-01
0.04,       13937,2017-05-01
0.2,       13937,2017-05-01
2.0,       14074,2017-05-01
0.25,       14156,2017-05-01
0.04,       14356,2017-05-01
0.3,       14381,2017-05-01
0.5,       14414,2017-05-01
0.17,       14501,2017-05-01
0.5,       14511,2017-05-01
0.07,       14516,2017-05-01
0.3,       14520,2017-05-01
0.07,       14526,2017-05-01
0.5,       14526,2017-05-01
-0.5,       14528,2017-05-01
0.04,       14528,2017-05-01
0.04,       14529,2017-05-01
0.3,       14534,2017-05-01
0.3,       14537,2017-05-01
-1.56,       14537,2017-05-01
1.0,       14550,2017-05-01
0.3,       14560,2017-05-01
1.0,         240,2017-05-08
-8.0,         349,2017-05-08
0.15,         791,2017-05-08
0.05,         791,2017-05-08
0.15,         791,2017-05-08
1.0,         801,2017-05-08
0.04,         802,2017-05-08
0.2,         802,2017-05-08
-1.5,         804,2017-05-08
0.15,         804,2017-05-08
0.04,         804,2017-05-08
0.5,         807,2017-05-08
1.5,         834,2017-05-08
3.0,        1365,2017-05-08
10.0,        1365,2017-05-08
1.0,        1382,2017-05-08
1.0,        1431,2017-05-08
1.0,        1431,2017-05-08
1.0,        1514,2017-05-08
300.0,        1572,2017-05-08
10.0,        1595,2017-05-08
30.0,        1607,2017-05-08
0.25,        1684,2017-05-08
0.1,        1684,2017-05-08
-1.0,        1706,2017-05-08
0.8,        1708,2017-05-08
1.3,        1711,2017-05-08
0.1,        1720,2017-05-08
0.03,        1720,2017-05-08
10.0,        1744,2017-05-08
2.0,        1744,2017-05-08
0.04,        1747,2017-05-08
0.15,        1747,2017-05-08
-1.0,        1814,2017-05-08
1.0,        1874,2017-05-08
1.0,        1883,2017-05-08
1.0,        1907,2017-05-08
-60.0,        1907,2017-05-08
21.0,        1932,2017-05-08
-1.5,        1937,2017-05-08
0.15,        1937,2017-05-08
0.04,        1937,2017-05-08
-150.0,        1992,2017-05-08
150.0,        2008,2017-05-08
-1.0,        2063,2017-05-08
0.03,        2113,2017-05-08
-0.25,        2337,2017-05-08
-0.3,        2337,2017-05-08
0.04,        2337,2017-05-08
0.03,        2419,2017-05-08
2.0,        2529,2017-05-08
10.0,        2641,2017-05-08
0.1,        2855,2017-05-08
0.6,        2980,2017-05-08
1.0,        3593,2017-05-08
1.0,        4378,2017-05-08
0.15,        4640,2017-05-08
0.15,        4640,2017-05-08
0.85,        4946,2017-05-08
1.0,        4975,2017-05-08
0.03,        4989,2017-05-08
0.15,        4989,2017-05-08
2.0,        5432,2017-05-08
-0.8,        5862,2017-05-08
1.0,        5871,2017-05-08
-1.6,        5888,2017-05-08
-18.0,        6142,2017-05-08
1.0,       10168,2017-05-08
2.0,       10168,2017-05-08
1.0,       10186,2017-05-08
150.0,       10234,2017-05-08
0.1,       10239,2017-05-08
-1.0,       10322,2017-05-08
30.0,       10375,2017-05-08
-9.0,       10376,2017-05-08
1.0,       10396,2017-05-08
1.0,       10404,2017-05-08
83.0,       10404,2017-05-08
1.0,       10404,2017-05-08
5.0,       10408,2017-05-08
4.0,       10409,2017-05-08
-6.0,       10409,2017-05-08
5.0,       10420,2017-05-08
3.0,       10420,2017-05-08
-3.0,       10420,2017-05-08
3.0,       10420,2017-05-08
6.0,       10420,2017-05-08
30.0,       10433,2017-05-08
12.0,       10434,2017-05-08
-30.0,       10439,2017-05-08
1.0,       10439,2017-05-08
1.0,       10439,2017-05-08
-12.0,       10439,2017-05-08
2.0,       10441,2017-05-08
1.0,       10443,2017-05-08
1.0,       10443,2017-05-08
-6.0,       10443,2017-05-08
-2.0,       10443,2017-05-08
-18.0,       10443,2017-05-08
18.0,       10452,2017-05-08
2.0,       10456,2017-05-08
10.0,       10464,2017-05-08
5.0,       10466,2017-05-08
-10.0,       10469,2017-05-08
-5.0,       10469,2017-05-08
-2.0,       10499,2017-05-08
-2.0,       10501,2017-05-08
-1.0,       10533,2017-05-08
2.0,       10541,2017-05-08
1.0,       10548,2017-05-08
1.0,       10565,2017-05-08
1.0,       10569,2017-05-08
1.0,       10569,2017-05-08
80.0,       10591,2017-05-08
2.0,       10660,2017-05-08
130.0,       10660,2017-05-08
1.0,       10663,2017-05-08
3.0,       10719,2017-05-08
-3.0,       10725,2017-05-08
-3.0,       10726,2017-05-08
1.0,       10734,2017-05-08
3.0,       10734,2017-05-08
9.0,       10762,2017-05-08
2.0,       10925,2017-05-08
-150.0,       11310,2017-05-08
1.0,       11313,2017-05-08
-2.0,       11403,2017-05-08
-1.0,       11406,2017-05-08
1.0,       11528,2017-05-08
0.2,       11662,2017-05-08
0.04,       11662,2017-05-08
1.0,       11768,2017-05-08
1.0,       11890,2017-05-08
-2.0,       11894,2017-05-08
0.3,       11927,2017-05-08
1.0,       11956,2017-05-08
9.0,       11957,2017-05-08
1.0,       11966,2017-05-08
2.0,       11967,2017-05-08
1.0,       12112,2017-05-08
-1.0,       12113,2017-05-08
2.0,       12124,2017-05-08
1.0,       12127,2017-05-08
0.05,       12183,2017-05-08
-83.0,       12218,2017-05-08
8.0,       12218,2017-05-08
1.0,       12218,2017-05-08
0.1,       12246,2017-05-08
0.03,       12246,2017-05-08
0.4,       12247,2017-05-08
0.04,       12249,2017-05-08
-300.0,       12304,2017-05-08
1.0,       12340,2017-05-08
1.0,       12340,2017-05-08
1.0,       12340,2017-05-08
1.0,       12340,2017-05-08
1.0,       12340,2017-05-08
1.0,       12340,2017-05-08
1.0,       12340,2017-05-08
1.0,       12340,2017-05-08
1.0,       12387,2017-05-08
1.0,       12387,2017-05-08
1.0,       12387,2017-05-08
1.0,       12387,2017-05-08
1.0,       12387,2017-05-08
2.0,       12440,2017-05-08
2.0,       12443,2017-05-08
1.0,       12483,2017-05-08
6.0,       12595,2017-05-08
1.5,       12712,2017-05-08
0.03,       12712,2017-05-08
1.0,       12773,2017-05-08
8.0,       12810,2017-05-08
1.0,       13309,2017-05-08
0.4,       13342,2017-05-08
1.0,       13387,2017-05-08
0.04,       13635,2017-05-08
0.5,       13635,2017-05-08
60.0,       13663,2017-05-08
0.04,       13785,2017-05-08
-0.85,       13785,2017-05-08
0.15,       13785,2017-05-08
0.35,       13785,2017-05-08
1.0,       13887,2017-05-08
0.04,       13937,2017-05-08
0.3,       13937,2017-05-08
1.0,       14365,2017-05-08
0.15,       14525,2017-05-08
-0.85,       14529,2017-05-08
0.05,       14529,2017-05-08
0.1,       14560,2017-05-08
10.0,          87,2017-05-15
100.0,          87,2017-05-15
30.0,          87,2017-05-15
0.5,         273,2017-05-15
10.0,         332,2017-05-15
100.0,         332,2017-05-15
30.0,         332,2017-05-15
1.0,         749,2017-05-15
1.0,         779,2017-05-15
1.0,         791,2017-05-15
0.2,         791,2017-05-15
0.05,         791,2017-05-15
0.1,         791,2017-05-15
1.0,         792,2017-05-15
0.89,         795,2017-05-15
0.2,         804,2017-05-15
0.1,         808,2017-05-15
0.03,         808,2017-05-15
0.1,         819,2017-05-15
0.1,         843,2017-05-15
4.0,         873,2017-05-15
2.0,         873,2017-05-15
1.0,         873,2017-05-15
3.0,        1233,2017-05-15
0.5,        1256,2017-05-15
0.5,        1256,2017-05-15
-10.0,        1365,2017-05-15
23.0,        1365,2017-05-15
3.0,        1365,2017-05-15
25.0,        1365,2017-05-15
5.0,        1431,2017-05-15
1.0,        1431,2017-05-15
6.0,        1431,2017-05-15
-10.0,        1521,2017-05-15
10.0,        1521,2017-05-15
7.0,        1572,2017-05-15
1.0,        1663,2017-05-15
7.0,        1667,2017-05-15
1.0,        1675,2017-05-15
0.48,        1679,2017-05-15
0.1,        1681,2017-05-15
0.49,        1684,2017-05-15
0.1,        1684,2017-05-15
0.48,        1686,2017-05-15
0.02,        1688,2017-05-15
0.02,        1689,2017-05-15
0.02,        1690,2017-05-15
0.1,        1694,2017-05-15
0.02,        1696,2017-05-15
0.89,        1699,2017-05-15
0.02,        1712,2017-05-15
0.02,        1714,2017-05-15
0.1,        1720,2017-05-15
0.6,        1720,2017-05-15
0.1,        1747,2017-05-15
0.89,        1747,2017-05-15
0.1,        1770,2017-05-15
-1.0,        1853,2017-05-15
1.0,        1883,2017-05-15
5.0,        1883,2017-05-15
5.0,        1883,2017-05-15
-1.0,        1932,2017-05-15
1.0,        1932,2017-05-15
28.0,        1932,2017-05-15
0.2,        1937,2017-05-15
0.89,        1937,2017-05-15
0.5,        1937,2017-05-15
70.0,        1972,2017-05-15
1.0,        1976,2017-05-15
4.0,        1992,2017-05-15
4.0,        1992,2017-05-15
35.0,        1992,2017-05-15
35.0,        2008,2017-05-15
0.48,        2063,2017-05-15
0.2,        2113,2017-05-15
1.0,        2113,2017-05-15
0.1,        2163,2017-05-15
0.49,        2337,2017-05-15
-0.5,        2419,2017-05-15
1.0,        2419,2017-05-15
-1.0,        2443,2017-05-15
1.0,        2443,2017-05-15
1.0,        2537,2017-05-15
1.0,        2555,2017-05-15
0.7,        3325,2017-05-15
-1.34,        3407,2017-05-15
5.0,        3593,2017-05-15
1.0,        3593,2017-05-15
5.0,        3593,2017-05-15
1.0,        3957,2017-05-15
0.5,        3989,2017-05-15
1.0,        4210,2017-05-15
2.7,        4323,2017-05-15
0.89,        4366,2017-05-15
0.7,        4368,2017-05-15
0.1,        4368,2017-05-15
1.5,        4408,2017-05-15
0.89,        4640,2017-05-15
0.1,        4640,2017-05-15
0.22,        4640,2017-05-15
0.25,        4946,2017-05-15
1.8,        4949,2017-05-15
1.5,        4989,2017-05-15
0.2,        4989,2017-05-15
0.07,        4990,2017-05-15
0.89,        5021,2017-05-15
0.1,        5021,2017-05-15
1.0,        5270,2017-05-15
0.3,        5324,2017-05-15
4.0,        5432,2017-05-15
4.0,        5432,2017-05-15
3.0,        5432,2017-05-15
0.7,        5889,2017-05-15
15.0,        5951,2017-05-15
0.5,        6000,2017-05-15
5.0,        6020,2017-05-15
60.0,        6142,2017-05-15
-1.0,        6438,2017-05-15
1.0,        6438,2017-05-15
0.1,        6478,2017-05-15
0.3,        6478,2017-05-15
10.0,        7833,2017-05-15
50.0,        8968,2017-05-15
1.0,        9852,2017-05-15
3.0,       10186,2017-05-15
2.0,       10186,2017-05-15
0.89,       10198,2017-05-15
35.0,       10266,2017-05-15
35.0,       10268,2017-05-15
4.0,       10268,2017-05-15
0.4,       10285,2017-05-15
40.0,       10317,2017-05-15
1.0,       10367,2017-05-15
1.0,       10367,2017-05-15
1.0,       10376,2017-05-15
7.0,       10378,2017-05-15
1.0,       10378,2017-05-15
4.0,       10389,2017-05-15
2.0,       10393,2017-05-15
4.0,       10393,2017-05-15
2.0,       10393,2017-05-15
4.0,       10396,2017-05-15
2.0,       10404,2017-05-15
8.0,       10405,2017-05-15
5.0,       10408,2017-05-15
-5.0,       10408,2017-05-15
-5.0,       10409,2017-05-15
6.0,       10409,2017-05-15
4.0,       10420,2017-05-15
1.0,       10420,2017-05-15
1.0,       10420,2017-05-15
3.0,       10420,2017-05-15
-5.0,       10420,2017-05-15
7.0,       10429,2017-05-15
7.0,       10439,2017-05-15
3.0,       10441,2017-05-15
4.0,       10443,2017-05-15
-4.0,       10443,2017-05-15
-3.0,       10443,2017-05-15
1.0,       10457,2017-05-15
1.0,       10468,2017-05-15
3.0,       10469,2017-05-15
1.0,       10481,2017-05-15
1.0,       10481,2017-05-15
2.0,       10498,2017-05-15
1.0,       10498,2017-05-15
-3.0,       10499,2017-05-15
-2.0,       10501,2017-05-15
3.0,       10511,2017-05-15
3.0,       10519,2017-05-15
1.0,       10519,2017-05-15
1.0,       10519,2017-05-15
10.0,       10519,2017-05-15
17.0,       10524,2017-05-15
1.0,       10524,2017-05-15
2.0,       10524,2017-05-15
1.0,       10529,2017-05-15
1.0,       10529,2017-05-15
2.0,       10541,2017-05-15
1.0,       10541,2017-05-15
2.0,       10541,2017-05-15
1.0,       10541,2017-05-15
1.0,       10544,2017-05-15
6.0,       10548,2017-05-15
6.0,       10552,2017-05-15
6.0,       10565,2017-05-15
1.0,       10569,2017-05-15
4.0,       10569,2017-05-15
4.0,       10663,2017-05-15
6.0,       10663,2017-05-15
-2.0,       10753,2017-05-15
-3.0,       10754,2017-05-15
4.0,       11310,2017-05-15
-6.0,       11313,2017-05-15
9.0,       11313,2017-05-15
8.0,       11313,2017-05-15
10.0,       11317,2017-05-15
30.0,       11317,2017-05-15
3.0,       11336,2017-05-15
1.0,       11336,2017-05-15
1.0,       11336,2017-05-15
2.0,       11403,2017-05-15
2.0,       11406,2017-05-15
-2.0,       11411,2017-05-15
1.0,       11528,2017-05-15
1.0,       11768,2017-05-15
-1.0,       11890,2017-05-15
1.0,       11890,2017-05-15
3.0,       11894,2017-05-15
3.0,       11956,2017-05-15
1.0,       11956,2017-05-15
2.0,       11956,2017-05-15
1.0,       11965,2017-05-15
4.0,       11966,2017-05-15
1.0,       11966,2017-05-15
4.0,       11966,2017-05-15
8.0,       11967,2017-05-15
2.0,       11967,2017-05-15
5.0,       11967,2017-05-15
1.0,       11971,2017-05-15
10.0,       11971,2017-05-15
4.0,       11973,2017-05-15
1.0,       11977,2017-05-15
-1.0,       12097,2017-05-15
1.0,       12111,2017-05-15
1.0,       12115,2017-05-15
4.0,       12122,2017-05-15
1.0,       12124,2017-05-15
1.0,       12124,2017-05-15
1.0,       12124,2017-05-15
1.0,       12145,2017-05-15
1.0,       12152,2017-05-15
0.3,       12183,2017-05-15
-0.75,       12183,2017-05-15
0.1,       12183,2017-05-15
18.0,       12218,2017-05-15
3.0,       12218,2017-05-15
-2.0,       12218,2017-05-15
0.5,       12228,2017-05-15
0.7,       12246,2017-05-15
0.2,       12246,2017-05-15
0.5,       12246,2017-05-15
70.0,       12304,2017-05-15
90.0,       12306,2017-05-15
10.0,       12306,2017-05-15
30.0,       12308,2017-05-15
2.0,       12316,2017-05-15
3.0,       12331,2017-05-15
1.0,       12340,2017-05-15
1.0,       12340,2017-05-15
1.0,       12340,2017-05-15
9.0,       12355,2017-05-15
1.0,       12355,2017-05-15
2.0,       12355,2017-05-15
2.0,       12363,2017-05-15
1.0,       12363,2017-05-15
1.0,       12363,2017-05-15
10.0,       12365,2017-05-15
0.4,       12380,2017-05-15
-1.0,       12387,2017-05-15
1.0,       12387,2017-05-15
1.0,       12387,2017-05-15
1.0,       12387,2017-05-15
1.0,       12387,2017-05-15
1.0,       12387,2017-05-15
1.0,       12387,2017-05-15
8.0,       12394,2017-05-15
2.0,       12408,2017-05-15
2.0,       12409,2017-05-15
-10.0,       12626,2017-05-15
12.0,       12626,2017-05-15
1.0,       12691,2017-05-15
5.0,       12828,2017-05-15
10.0,       13130,2017-05-15
0.5,       13228,2017-05-15
0.5,       13228,2017-05-15
3.0,       13309,2017-05-15
0.89,       13342,2017-05-15
0.22,       13342,2017-05-15
6.0,       13387,2017-05-15
6.0,       13495,2017-05-15
0.89,       13783,2017-05-15
-3.14,       13783,2017-05-15
0.2,       13785,2017-05-15
0.1,       13785,2017-05-15
0.5,       13790,2017-05-15
0.7,       13796,2017-05-15
1.0,       13887,2017-05-15
1.0,       13887,2017-05-15
0.5,       13937,2017-05-15
0.49,       14039,2017-05-15
0.02,       14278,2017-05-15
1.5,       14520,2017-05-15
-0.5,       14520,2017-05-15
-1.0,       14525,2017-05-15
-0.5,       14526,2017-05-15
1.5,       14526,2017-05-15
0.5,       14528,2017-05-15
0.1,       14560,2017-05-15
0.5,       14560,2017-05-15
0.49,       14560,2017-05-15
1.34,       14560,2017-05-15
-9.0,         326,2017-05-22
2.0,         326,2017-05-22
1.0,         326,2017-05-22
1.0,         349,2017-05-22
1.0,         349,2017-05-22
20.0,         745,2017-05-22
0.2,         791,2017-05-22
0.2,         791,2017-05-22
0.06,         791,2017-05-22
0.07,         795,2017-05-22
0.07,         802,2017-05-22
0.1,         802,2017-05-22
0.35,         802,2017-05-22
-0.1,         802,2017-05-22
0.06,         804,2017-05-22
-0.05,         804,2017-05-22
0.07,         808,2017-05-22
1.0,         808,2017-05-22
0.1,         826,2017-05-22
0.1,         831,2017-05-22
0.2,         831,2017-05-22
2.0,         873,2017-05-22
2.0,         873,2017-05-22
2.0,        1365,2017-05-22
2.0,        1365,2017-05-22
5.0,        1365,2017-05-22
4.0,        1365,2017-05-22
1.0,        1431,2017-05-22
2.0,        1431,2017-05-22
1.0,        1431,2017-05-22
5.0,        1514,2017-05-22
10.0,        1536,2017-05-22
1.0,        1555,2017-05-22
-5.0,        1584,2017-05-22
-5.0,        1595,2017-05-22
10.0,        1657,2017-05-22
1.0,        1688,2017-05-22
0.15,        1688,2017-05-22
9.0,        1688,2017-05-22
0.12,        1689,2017-05-22
-0.6,        1694,2017-05-22
0.12,        1694,2017-05-22
-0.08,        1705,2017-05-22
-0.1,        1706,2017-05-22
-0.02,        1707,2017-05-22
0.12,        1707,2017-05-22
0.02,        1708,2017-05-22
0.5,        1710,2017-05-22
4.0,        1744,2017-05-22
-2.0,        1744,2017-05-22
0.06,        1756,2017-05-22
1.0,        1883,2017-05-22
1.0,        1883,2017-05-22
1.0,        1883,2017-05-22
-65.0,        1907,2017-05-22
1.0,        1932,2017-05-22
0.2,        1937,2017-05-22
0.07,        1937,2017-05-22
0.1,        1937,2017-05-22
-0.05,        1937,2017-05-22
0.1,        1986,2017-05-22
-1.0,        2049,2017-05-22
1.0,        2290,2017-05-22
0.12,        2337,2017-05-22
0.07,        2419,2017-05-22
0.2,        2419,2017-05-22
2.0,        2443,2017-05-22
0.9,        3028,2017-05-22
2.0,        3593,2017-05-22
1.0,        3593,2017-05-22
1.0,        4207,2017-05-22
0.11,        4368,2017-05-22
0.07,        4946,2017-05-22
0.12,        4990,2017-05-22
-0.05,        5021,2017-05-22
0.58,        5254,2017-05-22
1.0,        5305,2017-05-22
1.0,        5871,2017-05-22
0.2,        5888,2017-05-22
0.2,        5888,2017-05-22
5.0,        6214,2017-05-22
-4.0,        6357,2017-05-22
8.0,        6357,2017-05-22
1.0,        6438,2017-05-22
-9.0,        6643,2017-05-22
0.1,       10249,2017-05-22
0.1,       10250,2017-05-22
1.0,       10376,2017-05-22
5.0,       10397,2017-05-22
8.0,       10405,2017-05-22
1.0,       10409,2017-05-22
2.0,       10420,2017-05-22
1.0,       10443,2017-05-22
1.0,       10481,2017-05-22
1.0,       10498,2017-05-22
1.0,       10498,2017-05-22
-1.0,       10501,2017-05-22
2.0,       10524,2017-05-22
1.0,       10544,2017-05-22
2.0,       10569,2017-05-22
1.0,       10663,2017-05-22
-1.0,       10719,2017-05-22
2.0,       10719,2017-05-22
-1.0,       10721,2017-05-22
2.0,       10721,2017-05-22
3.0,       10810,2017-05-22
1.0,       11313,2017-05-22
2.0,       11313,2017-05-22
2.0,       11336,2017-05-22
1.0,       11336,2017-05-22
1.0,       11403,2017-05-22
1.0,       11662,2017-05-22
0.07,       11662,2017-05-22
0.2,       11662,2017-05-22
0.1,       11662,2017-05-22
1.0,       11956,2017-05-22
1.0,       11966,2017-05-22
2.0,       11967,2017-05-22
-1.0,       12097,2017-05-22
1.0,       12124,2017-05-22
0.1,       12183,2017-05-22
0.07,       12247,2017-05-22
-0.2,       12249,2017-05-22
6.0,       12306,2017-05-22
18.0,       12306,2017-05-22
8.0,       12331,2017-05-22
1.0,       12340,2017-05-22
2.0,       12340,2017-05-22
1.0,       12340,2017-05-22
1.0,       12340,2017-05-22
2.0,       12355,2017-05-22
-5.0,       12384,2017-05-22
1.0,       12387,2017-05-22
1.0,       12387,2017-05-22
5.0,       12539,2017-05-22
30.0,       12691,2017-05-22
0.2,       13342,2017-05-22
5.0,       13660,2017-05-22
65.0,       13663,2017-05-22
0.2,       13785,2017-05-22
0.06,       13785,2017-05-22
0.12,       13937,2017-05-22
10.0,       14083,2017-05-22
-1.0,       14091,2017-05-22
-0.05,       14275,2017-05-22
0.1,       14278,2017-05-22
1.0,       14381,2017-05-22
0.17,       14520,2017-05-22
-0.05,       14520,2017-05-22
0.1,       14520,2017-05-22
-0.1,       14526,2017-05-22
-0.1,       14541,2017-05-22
1.0,          77,2017-05-29
1.0,          77,2017-05-29
-20.0,          87,2017-05-29
20.0,          87,2017-05-29
5.0,          87,2017-05-29
-20.0,          87,2017-05-29
20.0,          87,2017-05-29
20.0,          87,2017-05-29
4.0,          87,2017-05-29
-20.0,          87,2017-05-29
1.0,          97,2017-05-29
2.0,         148,2017-05-29
0.5,         273,2017-05-29
4.0,         332,2017-05-29
5.0,         332,2017-05-29
-20.0,         332,2017-05-29
20.0,         332,2017-05-29
-20.0,         332,2017-05-29
20.0,         332,2017-05-29
20.0,         332,2017-05-29
-20.0,         332,2017-05-29
10.0,         348,2017-05-29
4.0,         349,2017-05-29
-2.0,         349,2017-05-29
2.0,         779,2017-05-29
0.07,         791,2017-05-29
0.5,         791,2017-05-29
0.5,         791,2017-05-29
-0.7,         791,2017-05-29
0.2,         791,2017-05-29
0.05,         792,2017-05-29
0.06,         792,2017-05-29
0.2,         795,2017-05-29
0.1,         795,2017-05-29
-1.0,         795,2017-05-29
0.44,         802,2017-05-29
0.3,         802,2017-05-29
0.5,         804,2017-05-29
0.6,         806,2017-05-29
1.0,         807,2017-05-29
0.07,         815,2017-05-29
0.5,         815,2017-05-29
0.06,         815,2017-05-29
0.1,         826,2017-05-29
-1.5,         834,2017-05-29
4.0,         873,2017-05-29
1.0,         873,2017-05-29
4.0,         873,2017-05-29
100.0,        1227,2017-05-29
0.5,        1256,2017-05-29
0.5,        1256,2017-05-29
0.3,        1270,2017-05-29
0.5,        1281,2017-05-29
0.25,        1351,2017-05-29
-4.0,        1365,2017-05-29
10.0,        1365,2017-05-29
10.0,        1365,2017-05-29
2.0,        1365,2017-05-29
4.0,        1365,2017-05-29
10.0,        1365,2017-05-29
5.0,        1365,2017-05-29
1.0,        1365,2017-05-29
2.0,        1420,2017-05-29
1.0,        1420,2017-05-29
3.0,        1431,2017-05-29
4.0,        1431,2017-05-29
1.0,        1431,2017-05-29
2.0,        1431,2017-05-29
10.0,        1536,2017-05-29
250.0,        1572,2017-05-29
20.0,        1572,2017-05-29
4.0,        1612,2017-05-29
3.0,        1612,2017-05-29
50.0,        1643,2017-05-29
0.4,        1679,2017-05-29
-1.87,        1684,2017-05-29
-1.87,        1686,2017-05-29
-1.88,        1688,2017-05-29
-1.88,        1690,2017-05-29
0.1,        1712,2017-05-29
-1.88,        1720,2017-05-29
0.5,        1726,2017-05-29
6.0,        1744,2017-05-29
50.0,        1779,2017-05-29
0.5,        1850,2017-05-29
1.0,        1883,2017-05-29
2.0,        1883,2017-05-29
4.0,        1883,2017-05-29
6.0,        1907,2017-05-29
0.2,        1912,2017-05-29
0.5,        1937,2017-05-29
1.5,        1937,2017-05-29
0.07,        1937,2017-05-29
0.06,        1937,2017-05-29
-50.0,        1992,2017-05-29
6.0,        1993,2017-05-29
15.0,        1998,2017-05-29
5.0,        2008,2017-05-29
1.0,        2113,2017-05-29
0.1,        2113,2017-05-29
0.3,        2177,2017-05-29
0.1,        2337,2017-05-29
1.0,        2381,2017-05-29
0.5,        2419,2017-05-29
0.07,        2419,2017-05-29
0.2,        2419,2017-05-29
0.06,        2419,2017-05-29
5.0,        2443,2017-05-29
-1.87,        2586,2017-05-29
0.2,        2592,2017-05-29
4.0,        2653,2017-05-29
3.0,        2653,2017-05-29
18.0,        2824,2017-05-29
-2.0,        2968,2017-05-29
120.0,        3286,2017-05-29
2.0,        3593,2017-05-29
5.0,        3593,2017-05-29
1.0,        3593,2017-05-29
2.0,        3593,2017-05-29
0.5,        3858,2017-05-29
0.5,        3989,2017-05-29
1.61,        4323,2017-05-29
0.5,        4599,2017-05-29
0.07,        4640,2017-05-29
0.41,        4640,2017-05-29
0.5,        4640,2017-05-29
0.06,        4640,2017-05-29
20.0,        4747,2017-05-29
0.1,        4949,2017-05-29
0.6,        4949,2017-05-29
0.07,        4989,2017-05-29
0.06,        4989,2017-05-29
0.04,        4990,2017-05-29
0.06,        5021,2017-05-29
0.07,        5021,2017-05-29
-100.0,        5223,2017-05-29
0.1,        5254,2017-05-29
1.0,        5270,2017-05-29
0.5,        5324,2017-05-29
8.0,        5432,2017-05-29
10.0,        5432,2017-05-29
10.0,        5432,2017-05-29
1.0,        5432,2017-05-29
8.0,        5432,2017-05-29
2.0,        5513,2017-05-29
3.0,        5513,2017-05-29
0.1,        5888,2017-05-29
1.0,        5888,2017-05-29
1.0,        6001,2017-05-29
0.5,        6001,2017-05-29
5.0,        6423,2017-05-29
3.0,        6438,2017-05-29
4.0,        6438,2017-05-29
-2.0,        6438,2017-05-29
5.0,        6438,2017-05-29
1.0,        6438,2017-05-29
0.06,        6478,2017-05-29
0.25,        6478,2017-05-29
0.05,        6478,2017-05-29
1.0,        6498,2017-05-29
1.0,        6643,2017-05-29
3.0,        6643,2017-05-29
15.0,        7833,2017-05-29
4.0,        7833,2017-05-29
5.0,        7833,2017-05-29
2.0,       10168,2017-05-29
2.0,       10186,2017-05-29
100.0,       10234,2017-05-29
20.0,       10247,2017-05-29
0.1,       10249,2017-05-29
0.5,       10254,2017-05-29
30.0,       10268,2017-05-29
0.5,       10275,2017-05-29
10.0,       10317,2017-05-29
0.5,       10346,2017-05-29
1.0,       10375,2017-05-29
-1.0,       10375,2017-05-29
-4.0,       10376,2017-05-29
1.0,       10376,2017-05-29
1.0,       10376,2017-05-29
1.0,       10378,2017-05-29
8.0,       10393,2017-05-29
8.0,       10393,2017-05-29
1.0,       10404,2017-05-29
10.0,       10404,2017-05-29
-30.0,       10404,2017-05-29
10.0,       10404,2017-05-29
1.0,       10404,2017-05-29
-30.0,       10404,2017-05-29
-13.0,       10405,2017-05-29
5.0,       10405,2017-05-29
15.0,       10405,2017-05-29
4.0,       10405,2017-05-29
-6.0,       10405,2017-05-29
1.0,       10408,2017-05-29
4.0,       10408,2017-05-29
-4.0,       10409,2017-05-29
8.0,       10409,2017-05-29
12.0,       10409,2017-05-29
1.0,       10409,2017-05-29
1.0,       10420,2017-05-29
3.0,       10429,2017-05-29
1.0,       10429,2017-05-29
25.0,       10433,2017-05-29
